nct_id,title,phase,status,study_type,enrollment,lead_sponsor,sponsor_class,conditions,interventions,has_results,start_date,primary_completion,matched_term,matched_generic,attributed_term,ambiguous
NCT06893211,Effect of Tirzepatide on Brown Adipose Tissue in Obesity,PHASE2,COMPLETED,INTERVENTIONAL,34,University Medical Centre Ljubljana,OTHER,Obesity,Tirzepatide|Placebo,no,2025-03-18,2025-11-29,tirzepatide,tirzepatide,tirzepatide,no
NCT06582875,Glucagon-Like Peptide-1 Receptor Agonist in ADPKD,PHASE2,RECRUITING,INTERVENTIONAL,126,"University of Colorado, Denver",OTHER,Autosomal Dominant Polycystic Kidney|Obesity,Tirzepatide|Placebo,no,2025-03-06,2029-06-30,tirzepatide,tirzepatide,tirzepatide,no
NCT06759701,Pre-Surgical Tirzepatide-Assisted Weight Loss in Overweight and Obese Men With Intermediate Risk Prostate Cancer: A Pilot Feasibility Study,EARLY_PHASE1,RECRUITING,INTERVENTIONAL,30,M.D. Anderson Cancer Center,OTHER,Diabetes|Prostate Cancer,Tirzepatide,no,2025-07-02,2026-12-31,tirzepatide,tirzepatide,tirzepatide,no
NCT07676331,Clinical Study of Local and Systemic Biological Impact of GLP1/GIP-Receptor Agonists in Patients With Breast Cancer: The CLARA Trial,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,168,Universitaire Ziekenhuizen KU Leuven,OTHER,Hormone-receptor-positive Breast Cancer|Early Breast Cancer,Tirzepatide|Letrozole (Aromatase Inhibitors),no,2026-08-01,2028-03-01,tirzepatide,tirzepatide,tirzepatide,no
NCT04311411,A Study of Tirzepatide in Overweight and Very Overweight Participants,PHASE1,COMPLETED,INTERVENTIONAL,114,Eli Lilly and Company,INDUSTRY,Obesity|Overweight,Tirzepatide|Placebo|Liraglutide,yes,2020-08-24,2022-12-16,tirzepatide;liraglutide,tirzepatide,tirzepatide,yes
NCT07218445,The Effect of Tirzepatide on Menopausal Vasomotor Symptoms and Biological Aging in Post-menopausal Women With Obesity,PHASE4,RECRUITING,INTERVENTIONAL,40,Mayo Clinic,OTHER,Obesity|Menopause Hot Flashes,Tirzepatide|Placebo,no,2026-04-08,2027-09-18,tirzepatide,tirzepatide,tirzepatide,no
NCT07165028,A Master Protocol of Multiple Agents in Adults With Metabolic Dysfunction-Associated Steatotic Liver Disease (SYNERGY-Outcomes),PHASE3,RECRUITING,INTERVENTIONAL,4500,Eli Lilly and Company,INDUSTRY,Metabolic Dysfunction-Associated Steatotic Liver Disease,Tirzepatide|Retatrutide|Placebo,no,2025-10-15,2030-08,retatrutide;tirzepatide,retatrutide,retatrutide,yes
NCT07492563,"Safety and Effectiveness of Tirzepatide in Patients With Obesity at Hospital de Clínicas, Paraguay",NA,NOT_YET_RECRUITING,OBSERVATIONAL,300,LABORATORIOS INDUFAR,INDUSTRY,Obesity|Type 2 Diabetes Mellitus|Overweight With Comorbidities,Tirzepatide (T.G.),no,2026-03,2026-10,tirzepatide,tirzepatide,tirzepatide,no
NCT07373834,Tirzepatide and Muscle Outcomes in Obesity,NA,RECRUITING,INTERVENTIONAL,30,University Medical Centre Ljubljana,OTHER,Obesity (Disorder),Tirzepatide|Placebo,no,2026-01,2026-12,tirzepatide,tirzepatide,tirzepatide,no
NCT05024032,A Study of Tirzepatide (LY3298176) in Chinese Participants Without Type 2 Diabetes Who Have Obesity or Overweight (SURMOUNT-CN),PHASE3,COMPLETED,INTERVENTIONAL,210,Eli Lilly and Company,INDUSTRY,Obesity|Overweight|Metabolism and Nutrition Disorder,Tirzepatide|Placebo,yes,2021-09-01,2022-12-27,tirzepatide,tirzepatide,tirzepatide,no
NCT07284511,A Clinical Trial Using Tirzepatide to Help Adults With Type 1 Diabetes Automatically Control Their Blood Sugar,PHASE2|PHASE3,RECRUITING,INTERVENTIONAL,105,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,Type 1 Diabetes|Type 1 Diabetes Mellitus|T1D|T1DM|T1DM - Type 1 Diabetes Mellitus,Tirzepatide|Tandem Control-IQ Automated Insulin Delivery System (with Dexcom G7 CGM)|Carbohydrate Counting|No Meal Announcement,no,2026-05-19,2028-01,tirzepatide,tirzepatide,tirzepatide,no
NCT07128082,The Long COVID Treatment Trial,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,1000,Scripps Translational Science Institute,OTHER,Long COVID,Tirzepatide|Placebo,no,2025-10-30,2026-12,tirzepatide,tirzepatide,tirzepatide,no
NCT06962280,A Long-Term Study of Tirzepatide (LY3298176) in Adults With Type 1 Diabetes and Obesity or Overweight,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,465,Eli Lilly and Company,INDUSTRY,Type 1 Diabetes|Obesity|Overweight,Tirzepatide|Placebo,no,2025-05-12,2026-11,tirzepatide,tirzepatide,tirzepatide,no
NCT07619989,Transcutaneous Auricular Vagus Nerve Stimulation for Poor Weight-Loss Response to Incretin Receptor Agonists,NA,RECRUITING,INTERVENTIONAL,24,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER,Obesity & Overweight,transcutaneous auricular vagus nerve stimulation|Sham,no,2026-08-01,2027-06-01,tirzepatide,tirzepatide,tirzepatide,no
NCT07096908,Tirzepatide Use in People With Obesity and Type 1 Diabetes,PHASE4,RECRUITING,INTERVENTIONAL,60,Dasman Diabetes Institute,OTHER,Type1diabetes|Obesity,Tirzepatide|Placebo,no,2025-07-31,2028-02-25,tirzepatide,tirzepatide,tirzepatide,no
NCT07693608,An Open-Label Tirzepatide Trial for Comorbid Obesity and Stimulant Use Disorder,PHASE2,ENROLLING_BY_INVITATION,INTERVENTIONAL,45,University of Texas Southwestern Medical Center,OTHER,Obesity|Methamphetamine Use Disorder|Cocaine Use Disorder|Stimulant Use Disorders,Tirzepatide,no,2026-08-19,2030-02-01,tirzepatide,tirzepatide,tirzepatide,no
NCT07605247,Tirzepatide in the Treatment of Endometrial Cancer,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,30,"Rutgers, The State University of New Jersey",OTHER,Endometrial Cancer,Tirzepatide|LNG-IUD plus tirzepatide,no,2026-06-01,2028-01,tirzepatide,tirzepatide,tirzepatide,no
NCT06965413,"A Study to Assess Efficacy, Safety, Tolerability, Pharmacokinetics (PK) and Pharmacodynamics (PD) of RO7204239 in Combination With Tirzepatide in Participants With Obesity or Overweight With At Least One Weight-related Comorbidity",PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,285,Hoffmann-La Roche,INDUSTRY,Obesity|Overweight|Overweight With One Weight Related Comorbidity,RO7204239|RO7204239 Matching Placebo|Tirzepatide,no,2025-05-05,2026-08-22,tirzepatide,tirzepatide,tirzepatide,no
NCT07521631,Efficacy and Safety of HDM1005 Compared to Tirzepatide in Obese Adults Without Diabetes,PHASE2,RECRUITING,INTERVENTIONAL,372,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,Obesity,HDM1005 dose level 1|HDM1005 dose level 2|HDM1005 dose level 3|Tirzepatide,no,2026-03-31,2027-02-04,tirzepatide,tirzepatide,tirzepatide,no
NCT04004988,A Study of Tirzepatide Administered by Two Different Devices in Healthy Participants,PHASE1,COMPLETED,INTERVENTIONAL,47,Eli Lilly and Company,INDUSTRY,Healthy,Tirzepatide|Prefilled syringe (PFS)|Auto-injector (AI),yes,2019-08-19,2019-12-16,tirzepatide,tirzepatide,tirzepatide,no
NCT04255433,A Study of Tirzepatide (LY3298176) Compared With Dulaglutide on Major Cardiovascular Events in Participants With Type 2 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,13299,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes Mellitus,Tirzepatide|Dulaglutide,yes,2020-05-29,2025-06-12,dulaglutide;tirzepatide,dulaglutide,dulaglutide,yes
NCT04660643,A Study of Tirzepatide (LY3298176) in Participants With Obesity or Overweight for the Maintenance of Weight Loss,PHASE3,COMPLETED,INTERVENTIONAL,783,Eli Lilly and Company,INDUSTRY,Obesity|Overweight,Tirzepatide|Placebo,yes,2021-03-29,2023-04-25,tirzepatide,tirzepatide,tirzepatide,no
NCT04081337,A Study to Measure Energy Expenditure and Food Intake in Participants With Obesity Using Tirzepatide,PHASE1,COMPLETED,INTERVENTIONAL,55,Eli Lilly and Company,INDUSTRY,Obesity,Tirzepatide|Placebo,yes,2020-07-09,2022-05-26,tirzepatide,tirzepatide,tirzepatide,no
NCT06721507,2024 Tirzepatide-Bariatric Surgery,PHASE4,RECRUITING,INTERVENTIONAL,50,Marlene Starr,OTHER,Obesity and Obesity-related Medical Conditions|Bariatric Surgery,tirzepatide|Standard of Care,no,2025-03-27,2026-12-31,tirzepatide,tirzepatide,tirzepatide,no
NCT06662383,A Study of Retatrutide (LY3437943) Compared to Tirzepatide (LY3298176) in Adults Who Have Obesity,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,800,Eli Lilly and Company,INDUSTRY,Obesity,Retatrutide|Tirzepatide,no,2024-11-01,2026-11,retatrutide;tirzepatide,retatrutide,retatrutide,yes
NCT06518837,Tirzepatide for Weight Loss Intervention in Early-Stage Hormone Receptor Positive/HER2 Negative Breast Cancer,PHASE2,RECRUITING,INTERVENTIONAL,40,"Rutgers, The State University of New Jersey",OTHER,Hormone Receptor-Positive Breast Cancer|HER2-Negative Breast Cancer,Tirzepatide,no,2024-10-30,2027-09-30,tirzepatide,tirzepatide,tirzepatide,no
NCT06565611,A Phase 2 Study Evaluating the Co-Administration of Bremelanotide With Tirzepatide for the Treatment of Obesity,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,108,"Palatin Technologies, Inc",INDUSTRY,Obesity,bremelanotide|tirzepatide,no,2024-08-05,2025-02-05,tirzepatide,tirzepatide,tirzepatide,no
NCT07220473,Tirzepatide to Slow Biological Aging,PHASE2,RECRUITING,INTERVENTIONAL,90,"The University of Texas Medical Branch, Galveston",OTHER,Aging|LONGEVITY 1,Zepbound,no,2026-02-27,2027-11,tirzepatide,tirzepatide,tirzepatide,no
NCT06745128,Tirzepatide for Obesity and Meth Use Disorder,PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,45,University of Texas Southwestern Medical Center,OTHER,Obesity|Methamphetamine Use Disorder,Tirzepatide,no,2025-02-03,2026-03-31,tirzepatide,tirzepatide,tirzepatide,no
NCT06517212,Tirzepatide Weight Loss for MRD+ Early Breast Cancer,PHASE2,RECRUITING,INTERVENTIONAL,48,Baylor Research Institute,OTHER,Breast Cancer|Breast Neoplasms|Breast Cancers,Tirzepatide,no,2024-11-26,2029-08-31,tirzepatide,tirzepatide,tirzepatide,no
NCT07728318,"Efficacy, Safety, and Treatment Satisfaction of Once-Weekly Tirzepatide in Obese Type 2 Diabetic Patients",NA,NOT_YET_RECRUITING,INTERVENTIONAL,52,Akhtar Saeed Medical and Dental College,OTHER,"Type 2 Diabetes Mellitus (T2DM), Obesity, Overweight",Tirzepatide + Standard Therapy (Intervention Group)|Standard Oral Antidiabetic Drugs (OADs),no,2026-08-12,2027-01-12,tirzepatide,tirzepatide,tirzepatide,no
NCT03311724,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes,PHASE2,COMPLETED,INTERVENTIONAL,111,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes,Tirzepatide|Placebo,yes,2017-10-19,2018-04-24,tirzepatide,tirzepatide,tirzepatide,no
NCT07650149,"Genetic, Microbiological and Behavioral Factors in Obesity",NA,RECRUITING,OBSERVATIONAL,200,Jan Kochanowski University,OTHER,Obesity & Overweight|Obesity|Genetics,genetic polymorphism|gut microbiome,no,2026-05-23,2027-05,tirzepatide,tirzepatide,tirzepatide,no
NCT07046819,Tirzepatide in MetALD,PHASE2,RECRUITING,INTERVENTIONAL,120,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH,Metabolic Alcohol-associated Liver Disease|Alcohol Use Disorder,Tirzepatide|Placebo,no,2026-06-11,2027-07-30,tirzepatide,tirzepatide,tirzepatide,no
NCT07573163,Tirzepatide Following Adrenalectomy in Mild Autonomous Cortisol Secretion,PHASE2,RECRUITING,INTERVENTIONAL,34,Alaa Sada,OTHER,Mild Autonomous Cortisol Secretion (MACS)|Adrenalectomy; Status,Tirzepatide|Standard medical treatment,no,2026-07-27,2028-07-31,tirzepatide,tirzepatide,tirzepatide,no
NCT06073184,Weight-loss Drug for Fertility-Sparing Treatment of Atypical Hyperplasia and Low-grade Cancer of the Endometrium,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,71,"University Health Network, Toronto",OTHER,Endometrial Cancer|Atypical Hyperplasia,Mounjaro|Mirena,no,2025-08,2027-02,tirzepatide,tirzepatide,tirzepatide,no
NCT07088718,Prediction of the SURPASS-CVOT Cardiovascular Outcome Trial in Healthcare Claims Data,NA,COMPLETED,OBSERVATIONAL,44671,Brigham and Women's Hospital,OTHER,Type 2 Diabetes|Major Adverse Cardiac Events|Cardiovascular (CV) Risk,Tirzepatide|Dulaglutide,no,2024-10-01,2025-07-30,dulaglutide;tirzepatide,dulaglutide,dulaglutide,yes
NCT06937099,Mirikizumab and Tirzepatide Administered in Adult Participants With Moderately to Severely Active Crohn's Disease and Obesity or Overweight,PHASE3,RECRUITING,INTERVENTIONAL,290,Eli Lilly and Company,INDUSTRY,Crohn's Disease|Obesity or Overweight,Mirikizumab|Mirikizumab|Tirzepatide|Placebo,no,2025-06-26,2028-05,tirzepatide,tirzepatide,tirzepatide,no
NCT07756359,Tirzepatide for Ileal Pouch-anal Anastomosis (IPAA) and Chronic High Bowel Frequency (I8F-NS-X008),PHASE4,NOT_YET_RECRUITING,INTERVENTIONAL,20,"University of North Carolina, Chapel Hill",OTHER,"Pouch, Ileal|Pouches, Ileoanal|Bowel Diseases, Inflammatory",Tirzepatide|Loperamide|Diphenoxylate/Atropine,no,2026-09,2027-09,tirzepatide,tirzepatide,tirzepatide,no
NCT03730662,A Study of Tirzepatide (LY3298176) Once a Week Versus Insulin Glargine Once a Day in Participants With Type 2 Diabetes and Increased Cardiovascular Risk,PHASE3,COMPLETED,INTERVENTIONAL,2002,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes Mellitus,Tirzepatide|Insulin Glargine,yes,2018-11-20,2021-01-22,tirzepatide,tirzepatide,tirzepatide,no
NCT06911203,A Study of BGM0504 in Participants With Obesity,PHASE2,RECRUITING,INTERVENTIONAL,90,"BrightGene Bio-Medical Technology Co., Ltd.",INDUSTRY,Obesity,BGM0504|Tirzepatide,no,2025-04-03,2026-01-11,tirzepatide,tirzepatide,tirzepatide,no
NCT04050553,A Study of Tirzepatide in Participants With Type 2 Diabetes Mellitus,PHASE1,COMPLETED,INTERVENTIONAL,42,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2|Hypoglycemia",Tirzepatide|Placebo,yes,2020-02-24,2022-01-25,tirzepatide,tirzepatide,tirzepatide,no
NCT06864026,A Study to Investigate Effectiveness of Tirzepatide Following Initiation of Ixekizumab in Participants With Active Psoriatic Arthritis and Overweight or Obesity in Clinical Practice (TOGETHER AMPLIFY-PsA),PHASE4,RECRUITING,INTERVENTIONAL,200,Eli Lilly and Company,INDUSTRY,Psoriatic Arthritis|Overweight or Obesity,Tirzepatide,no,2025-03-06,2027-11,tirzepatide,tirzepatide,tirzepatide,no
NCT07257484,Tirzepatide's Role in Postmenopausal HR+ Breast Cancer Survivors,PHASE4,RECRUITING,INTERVENTIONAL,30,Weill Medical College of Cornell University,OTHER,Obesity (Disorder)|Breast Cancer,Tirzepatide,no,2026-06-08,2027-12-03,tirzepatide,tirzepatide,tirzepatide,no
NCT02759107,A Study of Tirzepatide (LY3298176) in Healthy Participants and Participants With Type 2 Diabetes (T2DM),PHASE1,COMPLETED,INTERVENTIONAL,142,Eli Lilly and Company,INDUSTRY,Healthy|Type 2 Diabetes Mellitus (T2DM),Tirzepatide|Placebo|Dulaglutide,yes,2016-05-11,2017-06-26,dulaglutide;tirzepatide,dulaglutide,dulaglutide,yes
NCT06484114,Evaluation of the Safety and Efficacy of Revita® DMR on Body Weight Maintenance in Subjects With Obesity Who Have Achieved at Least 15% Weight Loss on Tirzepatide,NA,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,315,Fractyl Health Inc.,INDUSTRY,"Obesity|Weight Change Trajectory|Weight Change, Body",Revita Duodenal Mucosal Resurfacing (DMR)|Sham,no,2024-09-01,2027-02-15,tirzepatide,tirzepatide,tirzepatide,no
NCT07247084,A Study of Tirzepatide (LY3298176) Compared With Standard of Care in Adult Participants With Obesity and Without Diabetes (SURMOUNT-REAL UK),PHASE4,RECRUITING,INTERVENTIONAL,3000,Eli Lilly and Company,INDUSTRY,Obesity,Tirzepatide|Standard of Care,no,2025-11-24,2029-07,tirzepatide,tirzepatide,tirzepatide,no
NCT06937203,A First-In-Human Study of ARO-ALK7 in Adults With Obesity With and Without Type 2 Diabetes Mellitus,PHASE1|PHASE2,RECRUITING,INTERVENTIONAL,150,Arrowhead Pharmaceuticals,INDUSTRY,"Obesity|Diabetes Mellitus, Type 2",ARO-ALK7|Placebo,no,2025-05-09,2027-02,tirzepatide,tirzepatide,tirzepatide,no
NCT06009653,Effects of Tirzepatide Plus Intensive Lifestyle Therapy on Body Weight and Metabolic Health in Latinos With Obesity,PHASE4,WITHDRAWN,INTERVENTIONAL,0,Washington University School of Medicine,OTHER,Obesity|Metabolic Disease,Standard Care|Culturally-tailored dietary and behavioral intensive lifestyle intervention|Placebo|Tirzepatide,no,2023-09-13,2024-05-29,tirzepatide,tirzepatide,tirzepatide,no
NCT07326111,A Clincial Study Testing Tirzepatide on Reproductive Function and Metabolic Health in Women With PCOS Who Are Overweight or Obese,PHASE4,RECRUITING,INTERVENTIONAL,198,University of Bonn,OTHER,Polycystic Ovary Syndrome (PCOS)|Obesity & Overweight,Tirzepatide as an adjunct to lifestyle intervention|Placebo as an adjunct to lifestyle intervention,no,2025-12-09,2028-12,tirzepatide,tirzepatide,tirzepatide,no
NCT07349641,A Study of Weight Loss Intervention With Tirzepatide and Progestin Intrauterine Device to Treat Endometrial Hyperplasia and Grade 1 Endometrial Cancer,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,55,National Cancer Institute (NCI),NIH,Endometrial Atypical Hyperplasia/Endometrioid Intraepithelial Neoplasia|FIGO Grade 1 Endometrial Endometrioid Adenocarcinoma,Medical Device Usage and Evaluation|Tirzepatide,no,2026-11-01,2029-10-31,tirzepatide,tirzepatide,tirzepatide,no
NCT07630454,Tirzepatide on Atrial Fibrillation Recurrence After Catheter Ablation in Patients With Obesity and HFpEF,PHASE4,NOT_YET_RECRUITING,INTERVENTIONAL,602,Yunlong Wang,OTHER,Atrial Fibrillation|Heart Failure With Preserved Ejection Fraction (HFpEF)|Tirzepatide,Tirzepatide|Structured Lifestyle Intervention,no,2026-08-01,2029-08-01,tirzepatide,tirzepatide,tirzepatide,no
NCT06914895,A Study of Tirzepatide (LY3298176) Compared With Placebo in Adults With Type 1 Diabetes and Obesity or Overweight,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,905,Eli Lilly and Company,INDUSTRY,Type 1 Diabetes|Obesity|Overweight,Tirzepatide|Placebo,no,2025-04-25,2026-11,tirzepatide,tirzepatide,tirzepatide,no
NCT06326060,A Research Study Comparing How Well Different Doses of the Medicine NN0519-0130 Help People With Excess Body Weight Lose Weight,PHASE2,COMPLETED,INTERVENTIONAL,354,Novo Nordisk A/S,INDUSTRY,Obesity,NNC0519-0130|Placebo|Tirzepatide,no,2024-03-18,2025-04-10,NNC0519-0130;tirzepatide,amycretin,NNC0519-0130,yes
NCT06994338,Tirzepatide for Alcohol Use Disorder,PHASE2,RECRUITING,INTERVENTIONAL,42,University of Southern California,OTHER,Alcohol Use Disorder|Obesity and Overweight|Alcohol,Tirzepatide|Placebo injections,no,2025-10-06,2026-08-31,tirzepatide,tirzepatide,tirzepatide,no
NCT07299084,A Study to Evaluate the Effect of Fasting Duration and Tirzepatide Withholding on the Amount of Food and Fluid in the Stomach in Participants With Type 2 Diabetes Mellitus and Participants With Overweight or Obesity Without Type 2 Diabetes Mellitus,PHASE1,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,40,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2|Overweight|Obesity",Tirzepatide,no,2026-01-14,2026-11,tirzepatide,tirzepatide,tirzepatide,no
NCT06373146,A Study of Tirzepatide (LY3298176) Plus Mibavademab Compared With Tirzepatide Alone in Adult Participants With Obesity,PHASE2,COMPLETED,INTERVENTIONAL,392,Eli Lilly and Company,INDUSTRY,Obesity,Tirzepatide|Mibavademab|Tirzepatide-Placebo|Mibavademab-Placebo,no,2024-04-24,2025-12-15,tirzepatide,tirzepatide,tirzepatide,no
NCT05822544,"Phase 1/1b Study of TLC-6740 in Healthy Subjects and Subjects With Obesity, With or Without Diabetes",PHASE1,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,564,"OrsoBio, Inc",INDUSTRY,Healthy Subjects|Obesity|Type 2 Diabetes,TLC-6740 Oral Solution|Placebo Oral Solution|TLC-6740 Tablet|Drug Metabolizing Enzyme|Tirzepatide|Placebo Tablet,no,2023-04-22,2026-09,tirzepatide,tirzepatide,tirzepatide,no
NCT07176663,Efficacy and Safety of Tirzepatide (Spartina) in Chronic Kidney Failure,NA,NOT_YET_RECRUITING,INTERVENTIONAL,15,Shahid Beheshti University of Medical Sciences,OTHER,Obesity,Tirzepatide,no,2026-02-01,2026-04-01,tirzepatide,tirzepatide,tirzepatide,no
NCT07094568,Tirzepatide vs Liraglutide in Bone,NA,RECRUITING,OBSERVATIONAL,72,National and Kapodistrian University of Athens,OTHER,Obesity (Disorder),,no,2025-05-23,2026-12-30,tirzepatide;liraglutide,tirzepatide,tirzepatide,yes
NCT04537923,A Study of Tirzepatide (LY3298176) Versus Insulin Lispro (U100) in Participants With Type 2 Diabetes Inadequately Controlled on Insulin Glargine (U100) With or Without Metformin,PHASE3,COMPLETED,INTERVENTIONAL,1428,Eli Lilly and Company,INDUSTRY,Type 2 Diabetes,Tirzepatide|Insulin Lispro (U100),yes,2020-10-19,2022-10-11,tirzepatide,tirzepatide,tirzepatide,no
